job_title,seniority,skills,salary_min,salary_max,location,company
Lead Data Scientist,Lead/Principal,"['Data Science', 'Forecasting Models', 'Machine Learning', 'Load Forecasting', 'Solar Generation Forecasting', 'Wind Generation Forecasting', 'Production Deployment', 'Energy Management', 'Model Engineering']",91698.29,91698.29,"Juno Beach, Florida",Apex Systems
Lead Data Scientist (Agentic AI & Web Services),Lead,"['Agentic AI', 'Web Services', 'AI Agents', 'FastAPI', 'Azure AI Foundry', 'LangGraph', 'Semantic Kernel', 'Stateful Systems', 'Real-time Interaction', 'Agent Orchestration']",139898.42,139898.42,Remote,Fynbosys Inc
Data Scientist,Associate Level,"['Data Science', 'Coding', 'Analytical methodologies', 'Analytics']",87601.73,87601.73,"McLean, VA",Apex Systems
Data Scientist,Senior,"['RAG AI', 'LLM', 'Databricks', 'Snowflake', 'Python', 'TensorFlow', 'PyTorch', 'Spark', 'Data Analysis', 'Data Modeling', 'Machine Learning', 'Artificial Intelligence', 'Large Language Models', 'Foundation Models', 'Fine-tuning']",172598.34,172598.34,,"EITAcies, Inc."
Gen AI Data Scientist,Not specified,"['Gen AI', 'Data Science']",123034.8,123034.8,"Charlotte, NC (Hybrid)","Motion Recruitment Partners, LLC"
Senior Data Scientist,Senior,"['Data Science', 'KPI Development', 'Analytics Systems', 'Market Analysis', 'Media Domain', 'Marketing Analytics', 'Measurement Frameworks']",159253.48,159253.48,Remote (PST time zone),Unikon IT
Data Scientist,Mid to Senior,"['Talent Analytics', 'People Analytics', 'Predictive Modeling', 'Prescriptive Modeling', 'Machine Learning', 'HR Data Analysis', 'Production-ready ML Solutions', 'Large-scale Data Processing', 'Cross-functional Collaboration']",210341.33,210341.33,"Renton, WA 98059",Cystems Logic
Data Scientist II,Senior,"['SQL', 'Python', 'Machine Learning', 'AI solution design', 'ML techniques']",110946.69,110946.69,"South San Francisco, CA",Estuate Inc.
Data Scientist II,Senior,"['SQL', 'Python', 'Machine Learning', 'AI solution design']",122291.27,122291.27,Hybrid,Advanced Software Talent
Data Scientist,Senior,"['Machine Learning', 'Data Analysis', 'Business Intelligence', 'Data Insights']",132742.25,132742.25,"Tampa, FL",ARK Infotech Spectrum
Data Scientist - AI Specialist,Senior,"['Databricks AI tools', 'Snowflake AI tools', 'Agentic AI', 'AI-driven solutions', 'Data pipelines', 'Communication skills']",109469.28,109469.28,DMV area,SES
Sr. Data Scientist,Senior,"['Data Science', 'MMM (Marketing Mix Modeling)', 'Marketing Measurement', 'Media Measurement', 'Media & Entertainment Industry Experience']",148854.8,148854.8,"New York City, NY",SWI
Principal Data Scientist - Load & Renewable Generation Forecasting,Principal,"['Python', 'pandas', 'numpy', 'scikit-learn', 'statsmodels', 'Time-Series Forecasting', 'ARIMA', 'SARIMAX', 'gradient boosting', 'Production Deployment']",161024.4,161024.4,"Juni Beach, FL",Globex IT Solutions INC
AI Data Scientist,Not specified,[],90772.44,90772.44,Not specified,"Unissant, Inc."
Data Scientist,Junior,"['predictive modeling', 'data preparation', 'feature engineering', 'model deployment', 'data engineering coordination']",144860.95,144860.95,"Austin or Temple, TX",Apex Systems
Lead Data Scientist - Customer Experience Improvement,Lead,"['data science', 'advanced analytics', 'AI', 'decision intelligence', 'customer experience strategy']",114102.3,114102.3,"SoHo, NYC (Hybrid)",Apex Systems
Lead Data Scientist,Lead,"['machine learning', 'AI development', 'data science', 'ML systems', 'model development', 'model deployment', 'performance monitoring']",165980.36,165980.36,"Bethesda, MD",Dexian DISYS
AI Data Scientist,Mid-level,"['Data Science', 'Machine Learning', 'AI', 'Data Analysis', 'Predictive Modeling', 'Statistical Analysis', 'Structured Data Analysis', 'Unstructured Data Analysis']",103585.73,103585.73,,Rose IT Corp.
Senior Data Scientist,Senior,"['statistical modeling', 'machine learning', 'probabilistic theory', 'game theory', 'dynamic systems', 'data analysis']",155331.48,155331.48,,Tandym Tech
Senior Data Scientist,Senior,"['Machine Learning', 'Artificial Intelligence', 'Statistical Analysis', 'Natural Language Processing', 'NLP', 'Generative AI', 'LLM', 'Large Language Models', 'Analytical Projects', 'Business Understanding']",210229.03,210229.03,"Tampa, FL","iTech US, Inc."
Senior Data Scientist,Senior,"['Data exploration', 'Feature engineering', 'Statistical modeling', 'Predictive analytics', 'Model operationalization', 'Python', 'R', 'NumPy', 'Pandas', 'Scikit-learn', 'PyTorch', 'TensorFlow']",137345.84,137345.84,"Atlanta, GA","Rayomind Software Solutions LLC, DBA, Hire'in Solutions"
Senior Data Scientist,Senior,"['machine learning', 'statistics', 'software development', 'data science', 'presentation skills', 'business analysis']",132936.58,132936.58,"Houston, TX",TECHNEPTUNE CONSULTING INC
Data Scientist III,Senior,"['exploratory data analysis', 'ordinal data analysis', 'continuous data analysis', 'longitudinal sentiment data modeling', 'multi-item constructs', 'latent growth models', 'hierarchical models', 'survey methodology', 'longitudinal study design']",204326.25,204326.25,"Los Angeles, CA",AgreeYa Solutions
Senior Data Scientist,Senior (Level II),"['AI/ML', 'targeting models', 'model development', 'production-ready solutions', 'cross-functional collaboration']",140965.28,140965.28,,DGN Technologies
Imaging Data Scientist,mid-level,"['computer vision', 'AI', 'applied AI', 'plant cell biology', 'data science', 'imaging analytics', 'pipeline development', 'biotechnology']",100488.39,100488.39,"Johnston, IA 50131",Kellton
AI/Data Scientist,mid-level,"['AI', 'Data Science', 'Machine Learning', 'Analytics', 'Model Development', 'Stakeholder Management']",155453.3,155453.3,Remote,System One
Scientist/Analyst - Microsoft Purview,Mid-level,['Microsoft Purview'],86093.62,86093.62,Remote,Apex Systems
Imaging Data Scientist,Mid to Senior,"['Computer Vision', 'AI/Machine Learning', 'Plant Cell Biology', 'Microscopy', 'Image Processing', 'Pipeline Development', 'Production Systems']",106615.83,106615.83,"Johnston, Iowa (Partial Remote)",Apex Systems
Machine Learning Engineer/Data Scientist,Mid to Senior,"['Predictive Modeling', 'Machine Learning', 'Data Processing', 'Data Cleansing', 'Data Transformation', 'Feature Engineering', 'Documentation', 'Data Pipelines', 'Model Validation', 'Data Presentation']",195438.03,195438.03,Not specified,Aditi Consulting
Lead Security Architect Google Cloud Platform,Lead,"['Google Cloud Platform', 'Security Architecture', 'Cloud Security', 'Security Standards', 'Compliance', 'Architectural Frameworks']",135864.34,135864.34,"Onsite (Juno Beach, FL)",Whiz Global LLC
Quantitative Analyst,Mid-level,"['statistical analysis', 'data visualization', 'statistical methods', 'data management', 'large dataset management', 'data ingestion', 'documentation']",100986.42,100986.42,"San Diego, CA",Genesis10
Technology Specialist,Senior,"['Computer Science', 'Engineering', 'Data Science', 'AI/ML Engineering', 'Python', 'TensorFlow', 'PyTorch', 'scikit-learn', 'Azure', 'Cloud platforms', 'ML model development', 'Technical team leadership']",111619.75,111619.75,"Richardson, TX 75081",Qualis1 Inc.
Data Scientist,,"['Programming', 'Statistics', 'Machine Learning', 'Math', 'Data Wrangling']",69134.71,69134.71,,Everest Technologies
Data Scientist Associate,Associate,"['SAS', 'Python', 'React', 'statistical analysis', 'quantitative analysis', 'data analysis', 'automation', 'dashboard creation']",114912.48,114912.48,"McLean, VA",Genesis10
Data Scientist,Mid-level,"['analytical modeling', 'pricing', 'segmentation', 'underwriting strategy', 'actuarial analysis']",124205.23,124205.23,,The Hartford
Data Scientist,Mid-level,"['analytical skills', 'modeling', 'pricing', 'segmentation', 'underwriting strategy', 'actuarial knowledge']",136892.61,136892.61,,The Hartford
Data Scientist,Mid-level,"['analytical modeling', 'pricing', 'segmentation', 'underwriting strategy', 'actuarial modeling']",178916.94,178916.94,,The Hartford
Data Scientist,Mid-level,"['analytical modeling', 'pricing', 'segmentation', 'underwriting strategy', 'actuarial modeling']",119429.23,119429.23,,The Hartford
Data Scientist,Mid-level,"['AI solutions development', 'Data science', 'Business acumen', 'Data ingestion scripting', 'Data pipeline development', 'Data processing', 'Machine learning']",146128.33,146128.33,"Armonk, NY and various unanticipated client sites throughout the US (Up to 100% telecommuting permitted)",IBM
Not specified,Not specified,[],112364.92,112364.92,Not specified,Emory Healthcare/Emory University
Data Scientist,Mid-level,"['Machine Learning', 'AI', 'Optimization Models', 'Data Analysis', 'Large Dataset Analysis', 'Analytics', 'Data-driven Decision Making']",121085.05,121085.05,,Insight Global
Data Scientist,Mid-level,"['Data Science', 'Analytical Methodologies', 'Large Dataset Analysis', 'Algorithm Development', 'Code Documentation', 'Business Intelligence', 'Problem Solving']",156370.86,156370.86,,Home Depot
Data Scientist,Mid-level,"['Machine Learning', 'Statistical Modeling', 'Data Preparation', 'Python', 'Data Analysis']",124458.27,124458.27,,Insight Global
Data Scientist,Mid-level,"['Data Science', 'o9 planning platform', 'Demand forecasting', 'Enterprise planning', 'Data & Analytics']",157352.64,157352.64,Remote,Insight Global
Data Scientist,Mid-level to Senior,"['analytical skills', 'statistical analysis', 'programming', 'data cleaning', 'data aggregation', 'large data set analysis', 'client-facing communication', 'data interpretation']",175371.73,175371.73,U.S.,Deluxe
Data Scientist,Mid to Senior,"['Data Analysis', 'Statistical Analysis', 'Programming', 'Data Cleaning', 'Data Aggregation', 'Client Management', 'Large Data Sets']",176307.62,176307.62,United States,Deluxe
Data Scientist,experienced,"['machine learning', 'predictive modeling', 'data analysis', 'experimentation']",78148.12,78148.12,,Waystar
Data Scientist,Not specified,"['MLOps', 'Analytics', 'Top Secret/SCI Clearance']",107467.5,107467.5,"Huntsville, AL, USA",SOS International LLC
Data Scientist,Not specified,[],142413.67,142413.67,Remote,CAI
Data Scientist,Not specified,[],146642.64,146642.64,Remote,CAI
Data Scientist,Not specified,[],125065.07,125065.07,Remote,CAI
Data Scientist,Not specified,[],142207.11,142207.11,Remote,CAI
Data Scientist,Not specified,[],122986.46,122986.46,Remote,CAI
Data Scientist,Not specified,[],190347.88,190347.88,Remote,CAI
Data Scientist,Not specified,[],149212.11,149212.11,Remote,CAI
Data Scientist,Not specified,[],141661.08,141661.08,Remote,CAI
Data Scientist,Not specified,[],155462.94,155462.94,Remote,CAI
Data Scientist,Not specified,[],124713.71,124713.71,Remote,CAI
Data Scientist,Not specified,[],112780.93,112780.93,Remote,CAI
Data Scientist,Not specified,[],133566.25,133566.25,Remote,CAI
Data Scientist,Not specified,[],134915.6,134915.6,Remote,CAI
Data Scientist,Not specified,[],129187.98,129187.98,Remote,CAI
Data Scientist,Not specified,[],187321.75,187321.75,Remote,CAI
Data Scientist,Not specified,[],129095.25,129095.25,Remote,CAI
Data Scientist,Not specified,[],159776.17,159776.17,Remote,CAI
Data Scientist,Not specified,[],121368.64,121368.64,Remote,CAI
Data Scientist,,[],190918.36,190918.36,Remote,CAI
Data Scientist,Not specified,[],130333.66,130333.66,Remote,CAI
Data Scientist,Not specified,[],156653.56,156653.56,Remote,CAI
Data Scientist,Not specified,[],116127.4,116127.4,Remote,CAI
Data Scientist,Not specified,[],133412.97,133412.97,Remote,CAI
Data Scientist,Not specified,[],126064.72,126064.72,Remote,CAI
Data Scientist,Not specified,[],122976.38,122976.38,Remote,CAI
Data Scientist,,[],178254.77,178254.77,Remote,CAI
Data Scientist,Not specified,[],124186.04,124186.04,Remote,CAI
Data Scientist,Not specified,[],133199.39,133199.39,Remote,CAI
Data Scientist,Not specified,[],120557.89,120557.89,Remote,CAI
Data Scientist,Not specified,[],136947.58,136947.58,Remote,CAI
Data Scientist,Not specified,[],123601.77,123601.77,Remote,CAI
Data Scientist,Not specified,[],121141.64,121141.64,Remote,CAI
Data Scientist,Not specified,[],170111.67,170111.67,Remote,CAI
Data Scientist,Not specified,[],129263.91,129263.91,Remote,CAI
Data Scientist,Not specified,[],117177.36,117177.36,Remote,CAI
Data Scientist,Not specified,[],174221.67,174221.67,Remote,CAI
Data Scientist,Not specified,[],156933.03,156933.03,Remote,CAI
Data Scientist,Not specified,[],137349.38,137349.38,Remote,CAI
Data Scientist,Not specified,[],124102.22,124102.22,Remote,CAI
Data Scientist,Not specified,[],130619.85,130619.85,Remote,CAI
Data Scientist,Not specified,[],131221.9,131221.9,Remote,CAI
Data Scientist,Not specified,[],119476.96,119476.96,Remote,CAI
Data Scientist,Not specified,[],155784.39,155784.39,Remote,CAI
Data Scientist,Mid to Senior Level,"['Machine Learning', 'Statistical Analysis', 'Advanced Analytics', 'Data Modeling', 'Model Development', 'Model Deployment', 'Data-driven Decision Support', 'Enterprise Governance Standards']",108180.31,108180.31,,Insight Global
Data Scientist,Not specified,[],145275.17,145275.17,"Remote, OR, USA",SOS International LLC
Data Scientist/Analyst,Not specified,"['mathematics', 'statistics', 'semiconductor physics', 'materials science', 'information technology', 'predictive modeling', 'data analysis']",130410.24,130410.24,Not specified,"Micron Technology, Inc."
Data Scientist,Staff,"['predictive modeling', 'AI', 'data science', 'forecasting', 'demand response optimization', 'EV charging optimization', 'home energy intelligence']",225849.55,225849.55,"Lehi, UT",ManpowerGroup
Data Scientist,Not specified,"['AI-powered cyber models', 'training data analysis', 'feature relevance', 'representativeness', 'bias analysis', 'generalization', 'Top Secret clearance with SCI']",117790.0,117790.0,"Fort Meade, Maryland",GovCIO
Not specified,Not specified,[],192708.11,192708.11,Not specified,Nelnet
,,[],158722.64,158722.64,,Nelnet
,,[],195878.95,195878.95,,Nelnet
Unknown,Unknown,"['AI/ML', 'analytics', 'machine learning', 'AMI interval data', 'data gap-fill', 'usage reconstruction', 'forecasting']",138505.45,138505.45,Unknown,Insight Global
Data Scientist,Mid-level to Senior,"['statistical analysis', 'data ingestion', 'data processing', 'analytics development', 'automated solutions']",122260.84,122260.84,,Leidos
Data Scientist / Developer,Mid-level,"['Data Science', 'Analytics', 'Incentive Modeling', 'Backend Development', 'Alteryx', 'AWS', 'Web Development', 'Data Integration', 'Dashboard Development']",128505.41,128505.41,,Insight Global
Data Scientist,Mid-level,"['Data Analysis', 'Predictive Modeling', 'Machine Learning', 'Data Preparation', 'Analytics Solutions', 'Stakeholder Management', 'Business Intelligence']",187341.4,187341.4,,The Coca-Cola Company
Senior Data Scientist,Senior,"['SQL', 'Python', 'R', 'Tableau', 'data visualization', 'statistical analysis', 'advanced analytics']",139544.66,139544.66,,Insight Global
Data Scientist,Not specified,"['Data analysis', 'Picarro', 'Enterprise systems', 'Power BI', 'Dashboard development', 'Leak data analysis', 'Spend data analysis', 'Regulatory reporting', 'Capital planning']",112368.88,112368.88,Not specified,Insight Global
Data Scientist,Not specified,"['Data Science', 'Applied AI', 'Large Language Models (LLM)', 'Coding', 'Model Development', 'Production Deployment', 'Automation']",121667.05,121667.05,"Columbus, Ohio or Cleveland, Ohio",Insight Global
Data Scientist,Mid-level,"['Machine Learning', 'Classification Models', 'Survival Models', 'Predictive Modeling', 'Medical Underwriting', 'Financial Underwriting', 'Actuarial Collaboration', 'Data Analysis']",137813.2,137813.2,,Insight Global
,,[],178888.62,178888.62,,Paramount
Not specified,Not specified,"['data science', 'machine learning', 'analytics engineering', 'data engineering']",207636.77,207636.77,Not specified,RVO Health
Not specified,Not specified,"['data science', 'machine learning', 'analytics engineering', 'data engineering']",203685.0,203685.0,Not specified,RVO Health
Unknown,Unknown,"['data science', 'machine learning', 'analytics engineering', 'data engineering']",222653.62,222653.62,Unknown,RVO Health
Unknown,Unknown,"['data science', 'machine learning', 'analytics engineering', 'data engineering']",188117.88,188117.88,Unknown,RVO Health
Data Scientist,Senior,"['Python', 'GenAI', 'Generative AI', 'RAG', 'Retrieval-Augmented Generation', 'Intelligent Agents', 'Scalable Systems', 'Production-grade Systems', 'Agile']",152661.88,152661.88,,Insight Global
Data Scientist,Not specified,"['machine learning', 'advanced analytics', 'coding', 'cloud environments', 'on-premise environments', 'data sources management', 'soft skills', 'client relationships', 'collaboration', 'communication']",112100.55,112100.55,Not specified,Southern Company
Not specified,Not specified,[],71264.28,71264.28,Not specified,John Deere
Data Analyst/Data Scientist,Mid-level,"['big data analysis', 'data consolidation', 'programming', 'algorithm development', 'data cleansing', 'data integration', 'software development', 'unstructured data analysis']",112501.63,112501.63,,Waystar
Data Analyst/Data Engineer,Mid-level,"['big data', 'data analysis', 'software programming', 'algorithm development', 'data integration', 'data cleansing', 'unstructured data analysis']",85325.77,85325.77,,Waystar
Data Scientist,Not specified,[],166870.42,166870.42,Remote - United States,Jensen Hughes Inc.
Data Scientist,Mid-level,"['data analytics', 'source-to-pay analytics']",110965.41,110965.41,United States,PRGX
Data Scientist,Mid-level,"['data science', 'data engineering', 'regulatory compliance', 'analytical methodologies', 'modeling', 'advanced analytics']",90043.88,90043.88,,Insight Global
Data Scientist,,"['AI-driven analytics', 'clinical data analysis', 'preclinical behavioral analysis', 'electrophysiological (EEG) phenotyping', 'AI-enabled platforms', 'treatment response quantification']",185470.22,185470.22,,PsychoGenics
Data Scientist,Experienced,"['Data Science', 'Technology', 'Consulting', 'Collaboration']",127886.17,127886.17,Onsite client location,Deloitte
Data Scientist,Mid-level to Senior,"['Machine Learning', 'Forecasting', 'Predictive Modeling', 'Data Preparation', 'Business Analytics', 'Communication Skills']",153135.62,153135.62,"Atlanta, Georgia",Robert Half
Data Scientist,Senior,"['data analytics', 'finance', 'product development', 'mentoring']",125457.73,125457.73,"San Francisco, California",Robert Half
Data Scientist,Mid to Senior Level,"['Data Modeling', 'Machine Learning', 'Statistical Techniques', 'Predictive Modeling', 'Machine Learning Algorithms', 'Analytical Frameworks', 'Large Dataset Analysis']",84017.66,84017.66,"St. Louis, Missouri",Robert Half
Data Scientist,Not specified,"['data science', 'computer science', 'Artificial Intelligence', 'Generative AI', 'Agentic AI', 'data analysis']",108730.15,108730.15,CINCINNATI GENERAL OFFICES,Procter & Gamble
Data Scientist,Lead,[],104417.68,104417.68,,Textron
Data Scientist,Not specified,"['analytical', 'statistical']",51168.93,51168.93,Not specified,Love's Travel Stops & Country Stores
Data Scientist,Experienced,"['data analytics', 'data-oriented programming languages', 'visualization software', 'transforming raw data into meaningful information']",134566.6,134566.6,"Honolulu, Hawaii",SAIC
Unknown,Unknown,[],246218.77,246218.77,Unknown,Amazon
Unknown,Unknown,[],139839.88,139839.88,Unknown,RELX INC
Not specified,Not specified,[],164326.9,164326.9,Not specified,RELX INC
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",129669.01,129669.01,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",178407.83,178407.83,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",144149.03,144149.03,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",145595.02,145595.02,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",148970.53,148970.53,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",135268.08,135268.08,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",174921.08,174921.08,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",158180.16,158180.16,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",133409.4,133409.4,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",152917.31,152917.31,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",139256.83,139256.83,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",145851.69,145851.69,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",173591.61,173591.61,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",150648.38,150648.38,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",144329.64,144329.64,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",135521.55,135521.55,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",212544.52,212544.52,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",148731.77,148731.77,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",138574.03,138574.03,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",159020.67,159020.67,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",144337.36,144337.36,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",143669.64,143669.64,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",194538.02,194538.02,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'data-driven decision-making', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",173950.56,173950.56,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",137328.16,137328.16,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",134616.39,134616.39,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",144252.58,144252.58,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",163742.92,163742.92,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",189948.56,189948.56,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",137316.77,137316.77,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",140765.52,140765.52,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",158790.33,158790.33,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",213181.53,213181.53,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",138667.5,138667.5,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",175233.3,175233.3,,Ford Motor Company
Data Scientist,Experienced,"['Machine Learning', 'Advanced Analytics', 'Deep Learning', 'Graph Analytics', 'Anomaly Detection', 'Predictive Intelligence']",120533.75,120533.75,,Leidos
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",125932.54,125932.54,,Ford Motor Company
Data Scientist,Mid-level,"['Data analysis', 'Machine learning', 'Scripting', 'Data transformation', 'Working with SMEs', 'Analytical skills']",158033.0,158033.0,,AeroVironment
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",166611.7,166611.7,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",209165.52,209165.52,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",153365.97,153365.97,,Ford Motor Company
Senior Data Scientist,Senior,"['Python', 'optimization models', 'manufacturing analytics', 'enterprise data integration', 'applied analytics', 'demand elasticity', 'production planning', 'constraint-based decision frameworks']",130841.77,130841.77,,Ford Motor Company
Data Scientist,Mid-level,"['Data Science', 'Business Intelligence', 'IT', 'Cybersecurity', 'Top Secret/SCI Security Clearance']",173838.45,173838.45,"Washington, DC","TAD PGS, Inc."
Data Scientist,Experienced,"['AI/ML', 'Data Analytics', 'Large Datasets', 'CNO Community capabilities', 'CNE', 'Malware Analysis', 'Data Modeling', 'Large Language Models (LLM)', 'Qualitative Analysis', 'Quantitative Analysis']",133470.88,133470.88,,Leidos
Data Scientist,Regular,"['mathematics', 'statistics', 'computer science', 'data modeling', 'data interpretation', 'large-scale data management', 'communication']",137772.86,137772.86,,AeroVironment
Data Scientist,Mid-level,"['Statistical modeling', 'Optimization', 'Data cleansing', 'Exploratory data analysis', 'Data profiling', 'Data quality management']",111541.54,111541.54,North America,Insight Global
ML Engineer/AI Developer,Mid to Senior Level,"['Machine Learning', 'AI/Artificial Intelligence', 'Natural Language Understanding', 'Data Extraction', 'Information Retrieval', 'Production ML Pipelines', 'Data Sourcing']",243705.8,243705.8,Global/Remote,S&P Global
